id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1339018026398715904,2020-12-16 01:22:29,@queencedes3 We do!,b'@queencedes3 We do!',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'queencedes3', 'name': 'mercedesss 🌒', 'id': 1122542698873933825, 'id_str': '1122542698873933825', 'indices': [0, 12]}], 'urls': []}",,en
1339017658029776896,2020-12-16 01:21:02,@UptownPreston @Norfolkstate Yall got control of Killem Ave or the Fews still robbin y'all students every weekend?,"b""@UptownPreston @Norfolkstate Yall got control of Killem Ave or the Fews still robbin y'all students every weekend?""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UptownPreston', 'name': '🎄Caramel Santa 🎄', 'id': 3327958841, 'id_str': '3327958841', 'indices': [0, 14]}, {'screen_name': 'Norfolkstate', 'name': 'Norfolk State University', 'id': 82409533, 'id_str': '82409533', 'indices': [15, 28]}], 'urls': []}",,en
1339013899132297216,2020-12-16 01:06:05,@UptownPreston @Norfolkstate St. Aug ??? Bro you obviously haven’t been to NSU in a while. We looking better than ODU now! 😂,b'@UptownPreston @Norfolkstate St. Aug ??? Bro you obviously haven\xe2\x80\x99t been to NSU in a while. We looking better than ODU now! \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UptownPreston', 'name': '🎄Caramel Santa 🎄', 'id': 3327958841, 'id_str': '3327958841', 'indices': [0, 14]}, {'screen_name': 'Norfolkstate', 'name': 'Norfolk State University', 'id': 82409533, 'id_str': '82409533', 'indices': [15, 28]}], 'urls': []}",,en
1339013675928219649,2020-12-16 01:05:12,Students need to be able to wash clothes in the dorm for free... https://t.co/o6hZEwWIMl,b'Students need to be able to wash clothes in the dorm for free... https://t.co/o6hZEwWIMl',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o6hZEwWIMl', 'expanded_url': 'https://twitter.com/norfolkstate/status/1338997784712712194', 'display_url': 'twitter.com/norfolkstate/s…', 'indices': [65, 88]}]}",,en
1339011744853848064,2020-12-16 00:57:32,@UptownPreston @Norfolkstate Lol I’m idk about embezzling but the misappropriation of funds needed to get sorted out ASAP! And NSU needs a new basketball arena desperately 😂,b'@UptownPreston @Norfolkstate Lol I\xe2\x80\x99m idk about embezzling but the misappropriation of funds needed to get sorted out ASAP! And NSU needs a new basketball arena desperately \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UptownPreston', 'name': '🎄Caramel Santa 🎄', 'id': 3327958841, 'id_str': '3327958841', 'indices': [0, 14]}, {'screen_name': 'Norfolkstate', 'name': 'Norfolk State University', 'id': 82409533, 'id_str': '82409533', 'indices': [15, 28]}], 'urls': []}",,en
1338992556198289409,2020-12-15 23:41:17,So @Norfolkstate got $40Ms?,b'So @Norfolkstate got $40Ms?',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Norfolkstate', 'name': 'Norfolk State University', 'id': 82409533, 'id_str': '82409533', 'indices': [3, 16]}], 'urls': []}",,en
1338990650759458823,2020-12-15 23:33:43,@UptownPreston Lol he said he’s offering $50M for the fight.,b'@UptownPreston Lol he said he\xe2\x80\x99s offering $50M for the fight.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UptownPreston', 'name': '🎄Caramel Santa 🎄', 'id': 3327958841, 'id_str': '3327958841', 'indices': [0, 14]}], 'urls': []}",,en
1338975994070315008,2020-12-15 22:35:28,@7evenmillimardi Yeah that makes sense I’d just like to see some innovation with that. A a luxury car with great fuel economy I feel would sell,b'@7evenmillimardi Yeah that makes sense I\xe2\x80\x99d just like to see some innovation with that. A a luxury car with great fuel economy I feel would sell',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '7evenmillimardi', 'name': 'Mansa Mardi', 'id': 456296747, 'id_str': '456296747', 'indices': [0, 16]}], 'urls': []}",,en
1338962015973502978,2020-12-15 21:39:55,🗣My friend look goodt! https://t.co/nc15tDE8Yu,b'\xf0\x9f\x97\xa3My friend look goodt! https://t.co/nc15tDE8Yu',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nc15tDE8Yu', 'expanded_url': 'https://twitter.com/03bonnie_/status/1338961349133692928', 'display_url': 'twitter.com/03bonnie_/stat…', 'indices': [23, 46]}]}",,en
1338956418683121669,2020-12-15 21:17:41,@LA_isOfficial Damn 😔 we old,b'@LA_isOfficial Damn \xf0\x9f\x98\x94 we old',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LA_isOfficial', 'name': 'L.A.', 'id': 34664379, 'id_str': '34664379', 'indices': [0, 14]}], 'urls': []}",,en
1338937031163060231,2020-12-15 20:00:39,@antunltd I thought this was gonna happen eventually but you know they have a cap on how many black Jedi’s there can be 😂,b'@antunltd I thought this was gonna happen eventually but you know they have a cap on how many black Jedi\xe2\x80\x99s there can be \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'antunltd', 'name': 'Tillman, MFA', 'id': 40619512, 'id_str': '40619512', 'indices': [0, 9]}], 'urls': []}",,en
1338900383494787072,2020-12-15 17:35:01,@ScorpioSlick Lol el chapo looked regular as hell,b'@ScorpioSlick Lol el chapo looked regular as hell',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ScorpioSlick', 'name': '#ManOfTheHour', 'id': 241614915, 'id_str': '241614915', 'indices': [0, 13]}], 'urls': []}",,en
1338894516661723144,2020-12-15 17:11:42,@7evenmillimardi @MissyMaudy 😅 I got too many tickets on my record any way.,b'@7evenmillimardi @MissyMaudy \xf0\x9f\x98\x85 I got too many tickets on my record any way.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '7evenmillimardi', 'name': 'Mansa Mardi', 'id': 456296747, 'id_str': '456296747', 'indices': [0, 16]}, {'screen_name': 'MissyMaudy', 'name': 'Manuela Manuel', 'id': 141289097, 'id_str': '141289097', 'indices': [17, 28]}], 'urls': []}",,en
1338882821721649155,2020-12-15 16:25:14,@__jchance She’s a solid wing player. Well balanced skill set you can build around.,b'@__jchance She\xe2\x80\x99s a solid wing player. Well balanced skill set you can build around.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__jchance', 'name': '👀', 'id': 1206771568891908096, 'id_str': '1206771568891908096', 'indices': [0, 10]}], 'urls': []}",,en
1338881416701030401,2020-12-15 16:19:39,@__jchance We are expanding the salary cap in 2021 due too the perspective JoeMala Stimulus checks dropping tax time. Go ahead and book that all inclusive trip to Mexico. You can invite your team mvp in May. 💪🏾,b'@__jchance We are expanding the salary cap in 2021 due too the perspective JoeMala Stimulus checks dropping tax time. Go ahead and book that all inclusive trip to Mexico. You can invite your team mvp in May. \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__jchance', 'name': '👀', 'id': 1206771568891908096, 'id_str': '1206771568891908096', 'indices': [0, 10]}], 'urls': []}",,en
1338879099729752066,2020-12-15 16:10:27,As we enter into cuffing season and observe this COVID spike you have to reduce your roster by 75%... Time to cut jawns...,b'As we enter into cuffing season and observe this COVID spike you have to reduce your roster by 75%... Time to cut jawns...',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338878343782035456,2020-12-15 16:07:26,@missjmickey You’re a pro! Lol,b'@missjmickey You\xe2\x80\x99re a pro! Lol',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'missjmickey', 'name': 'jas.', 'id': 46918003, 'id_str': '46918003', 'indices': [0, 12]}], 'urls': []}",,en
1338843932692795394,2020-12-15 13:50:42,@MissyMaudy I don’t need all that 😂 give me a 4 cylinder in my nice ass car so I can get 40 miles to the gallon 😂,b'@MissyMaudy I don\xe2\x80\x99t need all that \xf0\x9f\x98\x82 give me a 4 cylinder in my nice ass car so I can get 40 miles to the gallon \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MissyMaudy', 'name': 'Manuela Manuel', 'id': 141289097, 'id_str': '141289097', 'indices': [0, 11]}], 'urls': []}",,en
1338824693877510144,2020-12-15 12:34:15,@smoovdaddy91 Maybe their children/the company that owns their royalties,b'@smoovdaddy91 Maybe their children/the company that owns their royalties',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'smoovdaddy91', 'name': 'Lin', 'id': 60903110, 'id_str': '60903110', 'indices': [0, 13]}], 'urls': []}",,en
1338822883154530305,2020-12-15 12:27:04,Never understood why luxury cars always gotta have trash gas mileage. Just cause I want the nice interior don’t mean I want to get 20 miles to the gallon. 😔,b'Never understood why luxury cars always gotta have trash gas mileage. Just cause I want the nice interior don\xe2\x80\x99t mean I want to get 20 miles to the gallon. \xf0\x9f\x98\x94',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338688988698304512,2020-12-15 03:35:01,When you get the fall back vibes don’t second guess it...,b'When you get the fall back vibes don\xe2\x80\x99t second guess it...',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338659422214746113,2020-12-15 01:37:32,@tooflyytofall 😂,b'@tooflyytofall \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tooflyytofall', 'name': 'J.$cott', 'id': 57993953, 'id_str': '57993953', 'indices': [0, 14]}], 'urls': []}",,und
1338658895049482246,2020-12-15 01:35:26,@gohome_jo Grench vibes?,b'@gohome_jo Grench vibes?',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'gohome_jo', 'name': 'rollin elfo', 'id': 1439705046, 'id_str': '1439705046', 'indices': [0, 10]}], 'urls': []}",,en
1338654672836571138,2020-12-15 01:18:39,@iKari_mahOwn https://t.co/0VsEHm6Cje,b'@iKari_mahOwn https://t.co/0VsEHm6Cje',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iKari_mahOwn', 'name': 'Malikah Khadijhada', 'id': 142584449, 'id_str': '142584449', 'indices': [0, 13]}], 'urls': [], 'media': [{'id': 1338654666180202499, 'id_str': '1338654666180202499', 'indices': [14, 37], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EpPbU46XEAMH0sZ.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EpPbU46XEAMH0sZ.jpg', 'url': 'https://t.co/0VsEHm6Cje', 'display_url': 'pic.twitter.com/0VsEHm6Cje', 'expanded_url': 'https://twitter.com/uptownwalker/status/1338654672836571138/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 220, 'h': 220, 'resize': 'fit'}, 'small': {'w': 220, 'h': 220, 'resize': 'fit'}, 'medium': {'w': 220, 'h': 220, 'resize': 'fit'}}}]}",,und
1338649995126464519,2020-12-15 01:00:04,"Bought my lil sister some make up, a bag, and some rings for her birthday. She bout to be the flyest jawn in the 3rd grade 😎","b'Bought my lil sister some make up, a bag, and some rings for her birthday. She bout to be the flyest jawn in the 3rd grade \xf0\x9f\x98\x8e'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338646229274816513,2020-12-15 00:45:06,Joe so old.,b'Joe so old.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338643563622576129,2020-12-15 00:34:31,Leave some money on your homie Jpay,b'Leave some money on your homie Jpay',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338584971682963458,2020-12-14 20:41:41,@teamkorie @phdirac Scholarship,b'@teamkorie @phdirac Scholarship',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'teamkorie', 'name': 'Dr. Korie with a “K”', 'id': 940421518017916933, 'id_str': '940421518017916933', 'indices': [0, 10]}, {'screen_name': 'phdirac', 'name': 'Dr. Ben Osoba', 'id': 722540123783438336, 'id_str': '722540123783438336', 'indices': [11, 19]}], 'urls': []}",,en
1338577175335870464,2020-12-14 20:10:42,So stars is a black Chanel now✍🏽 https://t.co/4k6gVkBe4N,b'So stars is a black Chanel now\xe2\x9c\x8d\xf0\x9f\x8f\xbd https://t.co/4k6gVkBe4N',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4k6gVkBe4N', 'expanded_url': 'https://twitter.com/auttyaxelrod/status/1338549679425003521', 'display_url': 'twitter.com/auttyaxelrod/s…', 'indices': [33, 56]}]}",,en
1338572015192707080,2020-12-14 19:50:12,3. One of the most impactful ways you can protect his be holding your homies/family accountable for their actions. If you know your friend is outta pocket call em out and encourage them to do better. This should be done for their well-being as well as their potential victim.,b'3. One of the most impactful ways you can protect his be holding your homies/family accountable for their actions. If you know your friend is outta pocket call em out and encourage them to do better. This should be done for their well-being as well as their potential victim.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338571031913652225,2020-12-14 19:46:18,"2. Protecting can be subtle. For example in the work place standing up when coworkers project micro aggressions on your black female employees.

White lady: “Tesha you have a new hair style ever other day.” 

You: 🗣“And it always looks good!”",b'2. Protecting can be subtle. For example in the work place standing up when coworkers project micro aggressions on your black female employees.\n\nWhite lady: \xe2\x80\x9cTesha you have a new hair style ever other day.\xe2\x80\x9d \n\nYou: \xf0\x9f\x97\xa3\xe2\x80\x9cAnd it always looks good!\xe2\x80\x9d',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338570052426215425,2020-12-14 19:42:24,1. Protecting black women doesn’t mean you have to be a knight in shining armors running around the streets shadowing a woman 25/8. Of course if you see a woman in distress it would be great if you assisted but that’s a small part of “protecting”,b'1. Protecting black women doesn\xe2\x80\x99t mean you have to be a knight in shining armors running around the streets shadowing a woman 25/8. Of course if you see a woman in distress it would be great if you assisted but that\xe2\x80\x99s a small part of \xe2\x80\x9cprotecting\xe2\x80\x9d',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338569604206108674,2020-12-14 19:40:37,This year we’ve discussed why black women need to be protected but I feel like black men don’t really understand what that means...,b'This year we\xe2\x80\x99ve discussed why black women need to be protected but I feel like black men don\xe2\x80\x99t really understand what that means...',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338568080574844929,2020-12-14 19:34:34,@dom_savant You won’t drive to Richmond,b'@dom_savant You won\xe2\x80\x99t drive to Richmond',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dom_savant', 'name': 'Dom Savant', 'id': 2516039765, 'id_str': '2516039765', 'indices': [0, 11]}], 'urls': []}",,en
1338567481544351747,2020-12-14 19:32:11,I’m throwing alleys like Jason Kidd,b'I\xe2\x80\x99m throwing alleys like Jason Kidd',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338557598812004355,2020-12-14 18:52:55,@YoungWildTycoon Not yet. Hopefully next week,b'@YoungWildTycoon Not yet. Hopefully next week',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YoungWildTycoon', 'name': 'Rashard', 'id': 55960019, 'id_str': '55960019', 'indices': [0, 16]}], 'urls': []}",,en
1338538654994673664,2020-12-14 17:37:38,@MyName_Warrior 😂,b'@MyName_Warrior \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MyName_Warrior', 'name': 'Enough BEEN Enough ✊🏽✊🏾✊🏿', 'id': 140260640, 'id_str': '140260640', 'indices': [0, 15]}], 'urls': []}",,und
1338534480424919041,2020-12-14 17:21:03,@AshMoLash5 I’m waiting for the articles and official statements to drop,b'@AshMoLash5 I\xe2\x80\x99m waiting for the articles and official statements to drop',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AshMoLash5', 'name': ""Money Makin' AshMo"", 'id': 813586951, 'id_str': '813586951', 'indices': [0, 11]}], 'urls': []}",,en
1338530772014264320,2020-12-14 17:06:19,My mom raised me so bouji. As an adult I see it clear as day. 😂,b'My mom raised me so bouji. As an adult I see it clear as day. \xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338529832016211971,2020-12-14 17:02:35,Who tryna help me pic out a dining room table?,b'Who tryna help me pic out a dining room table?',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338529655490564109,2020-12-14 17:01:53,@Captain_Cosign Billy Joe &amp; his kin folk!,b'@Captain_Cosign Billy Joe &amp; his kin folk!',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Captain_Cosign', 'name': 'FOH', 'id': 371467636, 'id_str': '371467636', 'indices': [0, 15]}], 'urls': []}",,en
1338529505112154114,2020-12-14 17:01:17,@antunltd They can get these hands,b'@antunltd They can get these hands',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'antunltd', 'name': 'Tillman, MFA', 'id': 40619512, 'id_str': '40619512', 'indices': [0, 9]}], 'urls': []}",,en
1338529426812903430,2020-12-14 17:00:58,@bigbossnel Smh https://t.co/pjxWHbhvMY,b'@bigbossnel Smh https://t.co/pjxWHbhvMY',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bigbossnel', 'name': '💎', 'id': 153985230, 'id_str': '153985230', 'indices': [0, 11]}], 'urls': [], 'media': [{'id': 1338529420370382851, 'id_str': '1338529420370382851', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EpNpan6WEAM0jD7.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EpNpan6WEAM0jD7.jpg', 'url': 'https://t.co/pjxWHbhvMY', 'display_url': 'pic.twitter.com/pjxWHbhvMY', 'expanded_url': 'https://twitter.com/uptownwalker/status/1338529426812903430/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 498, 'h': 280, 'resize': 'fit'}, 'small': {'w': 498, 'h': 280, 'resize': 'fit'}, 'large': {'w': 498, 'h': 280, 'resize': 'fit'}}}]}",,und
1338523812837666828,2020-12-14 16:38:40,Wtf is wrong with you all. https://t.co/nnrMrW53rq,b'Wtf is wrong with you all. https://t.co/nnrMrW53rq',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1338523809293459456, 'id_str': '1338523809293459456', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/EpNkUBBW4AA9o_m.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpNkUBBW4AA9o_m.jpg', 'url': 'https://t.co/nnrMrW53rq', 'display_url': 'pic.twitter.com/nnrMrW53rq', 'expanded_url': 'https://twitter.com/uptownwalker/status/1338523812837666828/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1334, 'h': 750, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}",,en
1338514510043373568,2020-12-14 16:01:42,@dshauntv There’s your opening,b'@dshauntv There\xe2\x80\x99s your opening',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dshauntv', 'name': '🗣WHAT BIKE💪🏾', 'id': 208713884, 'id_str': '208713884', 'indices': [0, 9]}], 'urls': []}",,en
1338511598336487424,2020-12-14 15:50:08,@dom_savant @Skuzii_ you gonna be the next president?,b'@dom_savant @Skuzii_ you gonna be the next president?',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dom_savant', 'name': 'Dom Savant', 'id': 2516039765, 'id_str': '2516039765', 'indices': [0, 11]}, {'screen_name': 'Skuzii_', 'name': 'Bruce SkuzII Danet', 'id': 120664250, 'id_str': '120664250', 'indices': [12, 20]}], 'urls': []}",,en
1338511221197246465,2020-12-14 15:48:38,As a powerful person you have to stand tall. Even if the outcome isn’t to your liking you’ll gain respect from your peers for approaching the situation with poise.,b'As a powerful person you have to stand tall. Even if the outcome isn\xe2\x80\x99t to your liking you\xe2\x80\x99ll gain respect from your peers for approaching the situation with poise.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338510157765074944,2020-12-14 15:44:24,So this corvette song been in my head all day. @Yung__IV I need you to do a remix,b'So this corvette song been in my head all day. @Yung__IV I need you to do a remix',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Yung__IV', 'name': '🖖🏾', 'id': 222720583, 'id_str': '222720583', 'indices': [47, 56]}], 'urls': []}",,en
1338509857750708232,2020-12-14 15:43:13,Wow! https://t.co/dya0apiYB1,b'Wow! https://t.co/dya0apiYB1',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dya0apiYB1', 'expanded_url': 'https://twitter.com/jarrettcartersr/status/1338484130363871233', 'display_url': 'twitter.com/jarrettcarters…', 'indices': [5, 28]}]}",,und
1338503482362523649,2020-12-14 15:17:53,You know when kids ask they dad for something and he says “yeah but ask your mother first” and they pissed cause they already know that ain’t gonna go over well. Well that figuratively just happened at work to me. 🙃😔,b'You know when kids ask they dad for something and he says \xe2\x80\x9cyeah but ask your mother first\xe2\x80\x9d and they pissed cause they already know that ain\xe2\x80\x99t gonna go over well. Well that figuratively just happened at work to me. \xf0\x9f\x99\x83\xf0\x9f\x98\x94',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338502826499170309,2020-12-14 15:15:16,Something about jalen hurts throwing up the hook and the white coach givin him a hi five has me weak! 🤣 that coach ain’t know what he was doing.,b'Something about jalen hurts throwing up the hook and the white coach givin him a hi five has me weak! \xf0\x9f\xa4\xa3 that coach ain\xe2\x80\x99t know what he was doing.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338500937284001793,2020-12-14 15:07:46,Tearing your Achilles is definitely one of the most random yet significant injuries. Imagine just one day not being able to walk for 2-3 months...,b'Tearing your Achilles is definitely one of the most random yet significant injuries. Imagine just one day not being able to walk for 2-3 months...',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338488210389954564,2020-12-14 14:17:11,@veganhippiesol Them greens,b'@veganhippiesol Them greens',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'veganhippiesol', 'name': 'Dominique 🌱', 'id': 161800244, 'id_str': '161800244', 'indices': [0, 15]}], 'urls': []}",,en
